sk_pedido,sk_cliente,sk_produto,valor_venda,qtd_vendida,custo_envio,valor_unit
3438,1069,3651,6.03,1,0.88,6.03
4332,1188,2534,11.37,1,0.88,11.37
15016,990,3400,10.26,1,0.88,10.26
23096,1204,1335,16.02,1,0.88,16.02
14766,1459,2823,9.84,1,0.88,9.84
17705,876,2206,17.496,2,0.88,8.748
23926,1351,2788,5.7,1,0.88,5.7
15939,882,3407,23.91,1,0.88,23.91
3464,1123,1986,12.768,2,0.88,6.384
16323,1208,2978,6.132,1,0.88,6.132
19321,344,3005,12.528,2,0.88,6.264
4935,699,2446,11.04,1,0.88,11.04
2425,170,2823,13.64,2,0.88,6.82
17173,122,135,607.36,2,0.88,303.68
23927,183,2901,18.684,3,0.88,6.228000000000001
18750,816,2998,6.4,2,0.88,3.2
11376,556,1877,65.136,2,0.88,32.568
16187,280,3407,31.88,2,0.88,15.94
18901,963,3594,14.624,2,0.87,7.312
6380,209,1896,12.78,1,0.87,12.78
17777,615,3232,12.36,1,0.87,12.36
15159,475,2704,7.335,3,0.87,2.445
14181,233,2752,14.31,3,0.87,4.7700000000000005
23928,87,2269,28.02,2,0.87,14.01
18453,511,1868,45.6,4,0.87,11.4
10291,252,3611,13.14,2,0.87,6.57
370,288,1789,30.15,3,0.87,10.049999999999999
390,324,2752,11.8773,3,0.87,3.9591
23929,685,2785,14.688,2,0.87,7.344
7546,320,1565,18.249,2,0.87,9.1245
21618,333,2786,13.11,1,0.87,13.11
14011,788,3291,8.16,1,0.87,8.16
5217,959,3231,12.5745,1,0.87,12.5745
13338,664,2088,13.095,1,0.87,13.095
12559,674,3426,8.82,3,0.87,2.94
2763,65,2714,14.28,1,0.87,14.28
13855,206,2892,12.22,1,0.87,12.22
23930,491,3091,9.96,2,0.87,4.98
8206,810,2891,12.96,2,0.87,6.48
21592,288,3048,14.72,5,0.87,2.944
9449,330,3309,6.608,2,0.87,3.304
6553,201,2223,12.448,2,0.87,6.224
109,32,3370,9.96,2,0.87,4.98
8322,921,2743,15.84,3,0.87,5.28
23931,81,2632,27.24,5,0.87,5.4479999999999995
12634,592,1077,107.88,3,0.87,35.96
10840,918,3035,7.968,3,0.87,2.656
23932,717,2339,20.24,1,0.87,20.24
23933,631,2687,10.688,2,0.87,5.344
7810,66,2657,7.98,3,0.87,2.66
14574,230,2660,22.752,3,0.87,7.584
23934,1082,2779,6.12,1,0.87,6.12
21822,1417,2866,8.436,1,0.87,8.436
23935,1057,2916,10.08,1,0.87,10.08
23936,1422,2306,17.76,4,0.87,4.44
7493,1525,2668,21.48,2,0.87,10.74
16401,1559,3207,14.22,1,0.87,14.22
17270,439,2075,8.94,1,0.87,8.94
23937,1237,2288,19.14,1,0.87,19.14
18210,1503,2882,22.98,2,0.87,11.49
23234,74,2785,16.32,3,0.87,5.44
21612,426,3202,25.08,6,0.87,4.18
13477,692,2862,14.32,2,0.87,7.16
15317,743,2366,13.88,2,0.87,6.94
6293,59,2887,24.92,2,0.87,12.46
18460,412,2862,12.888,3,0.86,4.296
5289,508,3051,22.76,2,0.86,11.38
15126,663,2800,14.7,3,0.86,4.8999999999999995
17864,998,2542,6.672,1,0.86,6.672
18214,974,3525,15.9,3,0.86,5.3
23938,921,3302,21.68,2,0.86,10.84
6323,182,1383,14.0,1,0.86,14.0
23518,4,2830,6.34,1,0.86,6.34
11994,675,2476,15.03,1,0.86,15.03
7708,497,1035,60.42,2,0.86,30.21
5412,497,2788,5.7,1,0.86,5.7
17396,1008,2968,13.05,1,0.86,13.05
23939,141,2684,52.56,6,0.86,8.76
12555,173,2717,16.02,1,0.86,16.02
23940,514,3090,12.06,3,0.86,4.0200000000000005
4654,566,3135,10.71,2,0.86,5.355
23941,497,2169,5.325,1,0.86,5.325
8171,921,3195,34.2,3,0.86,11.4
23942,354,1842,13.83,1,0.86,13.83
23943,298,2981,9.99,1,0.86,9.99
20704,741,2651,7.6479,1,0.86,7.6479
9745,138,2722,32.67,5,0.86,6.534000000000001
7012,769,3059,15.873,2,0.86,7.9365
13995,827,2035,22.419,5,0.86,4.4838000000000005
23944,468,3537,11.61,3,0.86,3.8699999999999997
2685,629,1821,12.1953,1,0.86,12.1953
2192,560,3202,6.6462,2,0.86,3.3231
12158,109,3210,17.73,3,0.86,5.91
473,83,2169,9.585,1,0.86,9.585
20027,582,3247,13.47,1,0.86,13.47
10650,114,870,26.532,2,0.86,13.266
7252,373,2035,10.152,2,0.86,5.076
1277,562,3515,4.54,1,0.86,4.54
8185,73,2865,14.4,5,0.86,2.88
14171,169,2223,24.896,4,0.86,6.224
23945,731,2471,12.72,3,0.86,4.24
23946,14,3593,15.52,4,0.86,3.88
7291,438,3495,12.39,3,0.86,4.13
23947,1049,2657,10.64,4,0.86,2.66
2132,623,3357,8.82,3,0.86,2.94
4148,221,3043,8.544,4,0.86,2.136
23948,286,3043,10.68,4,0.86,2.67
23949,538,3481,9.64,2,0.86,4.82
20844,590,1725,11.214,2,0.86,5.607
1589,829,3048,19.872,3,0.86,6.624
7016,742,3605,12.0,4,0.86,3.0
23917,623,3442,7.872,3,0.86,2.624
7899,1291,2118,13.68,1,0.86,13.68
11178,820,269,16.407,1,0.86,16.407
23950,867,1895,20.16,1,0.86,20.16
10722,1488,2734,13.38,1,0.86,13.38
23951,1099,2793,4.392,1,0.86,4.392
8678,326,1666,24.0,1,0.86,24.0
12056,1235,2509,10.056,2,0.86,5.028
23952,416,1494,15.228,2,0.86,7.614
10054,1154,2255,27.3,2,0.86,13.65
3031,714,3221,14.4,4,0.86,3.6
23953,1533,1789,10.05,1,0.86,10.05
23423,1357,2561,14.61,1,0.86,14.61
8342,313,1855,2.808,1,0.86,2.808
6197,1302,3002,11.43,1,0.86,11.43
21293,1328,3298,11.07,1,0.86,11.07
20276,1310,2588,13.02,1,0.86,13.02
9154,234,2035,3.384,1,0.86,3.384
23954,1508,1712,8.847,1,0.86,8.847
23955,1524,1594,18.168,1,0.86,18.168
6317,1311,2170,12.69,1,0.86,12.69
13036,852,2732,6.6,2,0.86,3.3
13298,459,3482,23.04,3,0.86,7.68
16989,717,1589,13.38,2,0.86,6.69
4966,643,2621,44.4,5,0.86,8.879999999999999
23956,371,2485,29.3,5,0.86,5.86
21413,914,2737,15.72,3,0.86,5.24
8394,720,3045,3.84,2,0.86,1.92
20712,403,2509,20.112,3,0.86,6.704
6027,319,3218,9.56,1,0.86,9.56
8545,922,3629,10.32,1,0.85,10.32
15158,347,1868,13.68,3,0.85,4.56
17271,209,3659,22.428,3,0.85,7.476
10773,972,3263,13.66,1,0.85,13.66
8449,671,2210,5.328,4,0.85,1.332
1917,431,3488,12.51,3,0.85,4.17
19509,924,2648,30.48,4,0.85,7.62
21224,146,2561,14.61,1,0.85,14.61
15040,271,959,41.535,3,0.85,13.844999999999999
12394,490,2706,21.645,3,0.85,7.215
12340,816,2775,107.28,6,0.85,17.88
23957,495,1891,14.7393,3,0.85,4.9131
8006,263,1800,22.23,1,0.85,22.23
23958,116,1272,12.735,1,0.85,12.735
19088,216,3068,15.6456,2,0.85,7.8228
17642,465,1494,10.989,1,0.85,10.989
23959,707,3025,29.7648,4,0.85,7.4412
5730,837,2705,39.6,2,0.85,19.8
5069,389,1966,23.436,1,0.85,23.436
23960,909,2732,10.74,1,0.85,10.74
1581,47,1118,74.34,3,0.85,24.78
7101,875,2253,13.8,1,0.85,13.8
6364,7,1710,79.5,2,0.85,39.75
5254,792,3048,11.688,3,0.85,3.8960000000000004
1645,845,3048,5.64,3,0.85,1.88
23961,309,1946,5.344,1,0.85,5.344
19395,74,3606,16.896,4,0.85,4.224
16451,682,3226,9.336,3,0.85,3.112
7863,658,3436,7.168,2,0.85,3.584
9711,225,3171,8.288,2,0.85,4.144
23962,903,2600,8.272,4,0.85,2.068
20761,675,814,10.89,1,0.85,10.89
23963,513,3607,7.92,8,0.85,0.99
9871,467,3134,9.216,4,0.85,2.304
23964,640,2871,13.92,3,0.85,4.64
23965,123,2949,3.444,1,0.85,3.444
23966,596,2919,10.368,2,0.85,5.184
12142,779,3071,8.72,1,0.85,8.72
23967,464,3565,8.016,3,0.85,2.672
11827,378,2863,16.0,4,0.85,4.0
3529,130,3429,12.96,3,0.85,4.32
23968,471,3503,11.88,5,0.85,2.3760000000000003
13360,211,3432,12.96,2,0.85,6.48
21762,1522,3026,9.0,1,0.85,9.0
23969,1081,3025,14.04,1,0.85,14.04
23970,1507,927,49.74,1,0.85,49.74
8090,1388,1842,13.83,1,0.85,13.83
23971,1482,1176,16.416,1,0.85,16.416
23972,1590,3007,7.173,1,0.85,7.173
23973,1312,3492,15.54,2,0.85,7.77
15472,1411,2721,9.36,1,0.85,9.36
12912,336,2202,13.98,1,0.85,13.98
3194,886,2132,13.23,1,0.85,13.23
23974,1239,1737,9.3,1,0.85,9.3
15274,1549,2013,19.608,2,0.85,9.804
22102,1399,2173,18.816,2,0.85,9.408
6721,1130,2288,7.656,1,0.85,7.656
23975,832,2013,14.706,2,0.85,7.353
23976,1528,1961,18.12,1,0.85,18.12
12518,1354,3629,6.192,1,0.85,6.192
18324,1397,2464,10.92,1,0.85,10.92
15815,845,2768,11.868,1,0.85,11.868
21798,615,3232,16.48,2,0.85,8.24
17774,428,2834,9.1,1,0.85,9.1
10122,540,3306,15.87,3,0.85,5.29
14786,174,3021,16.128,3,0.85,5.376
7808,527,2533,10.728,3,0.85,3.576
23977,486,1970,10.048,1,0.85,10.048
6601,15,2498,8.76,1,0.84,8.76
3900,183,2734,26.76,3,0.84,8.92
23978,836,2316,8.304,1,0.84,8.304
18428,546,2507,13.72,1,0.84,13.72
12961,779,2416,40.032,2,0.84,20.016
23979,814,2737,24.75,3,0.84,8.25
3165,285,2520,11.85,1,0.84,11.85
11505,845,3161,11.82,2,0.84,5.91
6084,211,3450,12.474,2,0.84,6.237
23980,404,3141,38.955,5,0.84,7.7909999999999995
15448,35,3195,22.8,4,0.84,5.7
12256,345,3137,9.27,1,0.84,9.27
10258,1124,3485,15.039,1,0.84,15.039
23981,169,2613,10.368,2,0.84,5.184
10592,251,2684,17.52,2,0.84,8.76
23982,1117,3317,16.8,2,0.84,8.4
21844,401,3048,7.36,2,0.84,3.68
2466,968,1726,7.42,2,0.84,3.71
23983,749,2660,18.96,2,0.84,9.48
6122,580,3069,8.736,4,0.84,2.184
17492,483,3608,11.264,4,0.84,2.816
18148,14,3041,13.12,4,0.84,3.28
15643,962,3310,8.134,7,0.84,1.1620000000000001
2184,518,3357,7.056,3,0.84,2.352
23984,294,2722,10.776,3,0.84,3.592
23985,312,3048,12.576,4,0.84,3.144
23986,577,3048,30.32,4,0.84,7.58
11489,48,3562,15.552,3,0.84,5.184
19877,352,3196,13.168,2,0.84,6.584
23987,197,3041,13.12,5,0.84,2.6239999999999997
5628,970,3332,8.56,2,0.84,4.28
4362,1083,1387,30.672,3,0.84,10.224
23988,789,2659,13.904,2,0.84,6.952
23989,1017,2690,7.28,1,0.84,7.28
7006,196,2763,13.376,4,0.84,3.344
23990,776,3137,18.54,2,0.84,9.27
19766,1546,2981,6.66,2,0.84,3.33
22972,1342,3440,12.48,1,0.84,12.48
20215,1214,3598,21.588,1,0.84,21.588
7902,1118,2668,10.74,1,0.84,10.74
17500,1412,3554,9.03,1,0.84,9.03
8433,857,1961,36.24,2,0.84,18.12
10894,420,3235,9.384,2,0.84,4.692
6428,1424,3609,13.8,1,0.84,13.8
23991,820,2734,13.38,1,0.84,13.38
21306,1042,2057,24.72,1,0.84,24.72
23992,267,1931,14.67,1,0.84,14.67
16010,1513,3400,10.26,1,0.84,10.26
23993,1036,1138,11.25,1,0.84,11.25
23994,1494,2577,18.996,1,0.84,18.996
7309,1152,2253,13.8,1,0.84,13.8
1692,835,2277,8.37,1,0.84,8.37
21193,215,1560,17.6,4,0.84,4.4
4718,732,2069,15.948,3,0.84,5.316
23995,189,2329,11.58,1,0.84,11.58
14964,536,2875,6.408,3,0.84,2.136
18812,1017,2485,9.376,2,0.84,4.688
21320,74,2331,7.56,1,0.84,7.56
11392,805,1839,10.8,3,0.83,3.6
14823,184,2438,23.2,2,0.83,11.6
14040,547,3637,22.76,2,0.83,11.38
6081,126,3272,10.704,2,0.83,5.352
23996,114,2534,31.836,7,0.83,4.548
4408,611,3210,26.595,5,0.83,5.319
12836,113,2658,8.985,1,0.83,8.985
12914,83,2905,20.3184,2,0.83,10.1592
3883,740,3301,21.12,2,0.83,10.56
22195,1003,2532,10.233,1,0.83,10.233
5913,244,2785,17.5725,3,0.83,5.857500000000001
22791,616,2941,33.24,2,0.83,16.62
19013,76,2173,25.872,2,0.83,12.936
3523,227,1476,100.68,2,0.83,50.34
4836,486,3045,14.4,3,0.83,4.8
23997,100,3006,11.88,1,0.83,11.88
3459,93,3048,8.928,2,0.83,4.464
21816,35,3134,5.76,2,0.83,2.88
15571,511,3175,9.664,2,0.83,4.832
3664,264,3431,12.96,2,0.83,6.48
20706,924,2230,5.768,2,0.83,2.884
20173,300,2817,10.128,2,0.83,5.064
19697,600,2366,11.277,3,0.83,3.759
15143,237,2899,12.84,3,0.83,4.28
23998,748,2899,6.848,2,0.83,3.424
23999,373,2872,14.368,2,0.83,7.184
19762,660,2976,20.32,4,0.83,5.08
24000,749,2774,10.476,6,0.83,1.7460000000000002
23611,98,3093,9.24,3,0.83,3.08
19265,859,1732,16.36,1,0.83,16.36
22030,703,3216,16.0,4,0.83,4.0
21818,144,2400,11.176,1,0.83,11.176
6482,167,2700,18.368,2,0.83,9.184
14264,992,2928,13.11,1,0.83,13.11
11665,1391,3651,12.06,2,0.83,6.03
2668,1020,2170,12.69,1,0.83,12.69
3338,250,3222,4.14,1,0.83,4.14
5663,549,2134,17.49,1,0.83,17.49
10219,1029,2626,10.77,1,0.83,10.77
2810,967,3291,4.896,2,0.83,2.448
13085,416,3610,9.12,1,0.83,9.12
24001,785,2206,8.748,1,0.83,8.748
24002,1334,3470,39.072,2,0.83,19.536
17705,876,2661,12.078,2,0.83,6.039
20200,1473,3121,9.924,1,0.83,9.924
24003,762,2984,20.88,1,0.83,20.88
22171,1013,2553,13.176,1,0.83,13.176
24004,521,3611,13.14,2,0.83,6.57
1590,233,1800,14.82,1,0.83,14.82
3461,155,3518,8.8,1,0.83,8.8
18736,238,2500,19.66,1,0.83,19.66
16139,133,2661,16.104,2,0.82,8.052
24005,554,3200,8.6,2,0.82,4.3
24006,208,2881,20.34,3,0.82,6.78
2048,425,2731,48.02,7,0.82,6.86
4408,611,3643,101.25,5,0.82,20.25
1041,89,3537,11.61,3,0.82,3.8699999999999997
1873,909,2719,361.08,5,0.82,72.216
5702,497,3246,11.664,1,0.82,11.664
24007,332,3466,11.448,2,0.82,5.724
7539,251,3474,5.967,1,0.82,5.967
6388,499,2888,10.5894,3,0.82,3.5298
19985,309,2458,43.65,3,0.82,14.549999999999999
10014,1017,2703,33.36,2,0.82,16.68
7857,973,3538,6.84,1,0.82,6.84
14238,595,2498,7.884,1,0.82,7.884
24008,888,3612,11.65,5,0.82,2.33
24009,791,2225,9.264,3,0.82,3.0879999999999996
12802,139,2715,15.936,4,0.82,3.984
24010,567,3408,9.096,1,0.82,9.096
18987,43,3467,5.472,3,0.82,1.824
18284,752,2449,16.27,5,0.82,3.254
4990,149,2507,19.44,3,0.82,6.48
1093,152,2379,15.552,3,0.82,5.184
15336,65,3273,10.2,5,0.82,2.04
4973,746,828,12.294,1,0.82,12.294
24011,863,2877,9.345,5,0.82,1.8690000000000002
24012,488,2993,13.592,2,0.82,6.796
24013,258,470,20.388,2,0.82,10.194
18968,914,3315,2.864,4,0.82,0.716
17352,261,2497,11.21,1,0.82,11.21
15108,425,2010,29.34,3,0.82,9.78
24014,616,2807,11.76,2,0.82,5.88
19405,278,3283,15.84,2,0.82,7.92
1268,740,3342,8.88,5,0.82,1.7760000000000002
15589,1402,1238,21.168,1,0.82,21.168
24015,1577,2393,4.698,2,0.82,2.349
17743,776,1601,8.199,1,0.82,8.199
24016,1298,1068,19.548,1,0.82,19.548
24017,1431,3629,15.48,1,0.82,15.48
24018,559,3554,7.224,2,0.82,3.612
17509,1205,2859,9.09,1,0.82,9.09
14015,1350,2874,12.276,1,0.82,12.276
6444,408,2909,5.787,1,0.82,5.787
24019,1356,1343,10.572,1,0.82,10.572
24020,681,2507,12.348,2,0.82,6.174
23549,1518,3109,13.47,1,0.82,13.47
20390,1413,2901,15.57,1,0.82,15.57
10551,1454,3077,12.96,2,0.82,6.48
11218,835,1841,23.25,1,0.82,23.25
14506,1053,3613,9.564,1,0.82,9.564
23029,1390,3141,14.7,1,0.82,14.7
24021,571,3597,8.0,2,0.82,4.0
18024,466,2954,12.68,2,0.82,6.34
5990,225,2781,13.2,2,0.82,6.6
10287,632,2486,13.12,2,0.82,6.56
19435,836,3477,10.224,3,0.82,3.408
17940,45,1737,9.3,1,0.82,9.3
8698,228,2035,6.768,2,0.82,3.384
7781,570,2182,26.64,4,0.81,6.66
9904,192,2210,13.32,3,0.81,4.44
12214,685,2644,25.344,3,0.81,8.448
10623,572,3261,9.576,6,0.81,1.596
6192,438,2862,10.74,2,0.81,5.37
15583,193,1423,48.6,1,0.81,48.6
23519,986,3210,5.91,1,0.81,5.91
149,999,2014,10.005,1,0.81,10.005
6754,703,3214,15.96,1,0.81,15.96
17437,527,2166,14.205,1,0.81,14.205
5241,422,2253,13.41,2,0.81,6.705
21937,964,2722,30.855,5,0.81,6.171
5264,65,3434,19.2,2,0.81,9.6
14959,319,3608,7.04,2,0.81,3.52
24022,163,2005,14.016,4,0.81,3.504
6024,333,3426,5.88,2,0.81,2.94
16264,248,2428,10.08,2,0.81,5.04
24023,582,2506,12.176,4,0.81,3.044
22322,613,3614,6.264,3,0.81,2.088
4512,803,2777,4.312,2,0.81,2.156
24024,39,2960,31.8,3,0.81,10.6
10368,884,3175,4.832,1,0.81,4.832
24025,1034,2775,17.88,1,0.81,17.88
24026,961,2210,6.66,1,0.81,6.66
10176,1360,2823,9.84,1,0.81,9.84
24027,1568,3016,13.26,1,0.81,13.26
19380,410,2732,17.184,4,0.81,4.296
23765,1069,3210,5.91,1,0.81,5.91
24028,1036,2964,10.53,1,0.81,10.53
6749,1153,2938,10.26,1,0.81,10.26
2029,934,1966,10.416,1,0.81,10.416
24029,416,2338,111.72,4,0.81,27.93
23405,392,2368,4.356,1,0.81,4.356
9884,949,3330,5.064,2,0.81,2.532
7292,36,3291,9.792,4,0.81,2.448
1642,844,2901,31.14,2,0.81,15.57
13848,1202,2388,14.19,1,0.81,14.19
13097,1204,2163,17.46,1,0.81,17.46
12003,1451,1792,10.092,1,0.81,10.092
21561,1211,767,12.213,1,0.81,12.213
21471,1582,2924,9.288,2,0.81,4.644
13858,1000,3450,9.072,2,0.81,4.536
17105,333,3087,14.6,2,0.81,7.3
6899,236,2039,53.928,7,0.81,7.704
9707,1131,2705,13.2,1,0.8,13.2
7556,771,2277,16.74,3,0.8,5.579999999999999
24030,919,2916,13.44,2,0.8,6.72
24031,474,1767,19.2,1,0.8,19.2
18175,991,2508,13.98,2,0.8,6.99
16544,564,2643,104.49,5,0.8,20.898
24032,513,2854,26.49,1,0.8,26.49
3872,331,2200,20.28,1,0.8,20.28
13072,925,314,17.82,2,0.8,8.91
9942,703,1159,13.185,1,0.8,13.185
11144,812,3610,18.24,2,0.8,9.12
850,437,3219,31.23,3,0.8,10.41
24033,71,2788,11.4,2,0.8,5.7
16286,123,2820,7.5198,2,0.8,3.7599
24034,323,2014,18.009,1,0.8,18.009
7862,902,2964,6.006,1,0.8,6.006
24035,118,2460,13.23,1,0.8,13.23
21106,179,3520,17.28,2,0.8,8.64
24036,176,2842,11.196,1,0.8,11.196
24037,896,3200,6.45,1,0.8,6.45
6686,53,3615,12.096,7,0.8,1.728
23223,631,3319,10.192,7,0.8,1.456
7291,438,2910,15.8,4,0.8,3.95
23244,555,3335,6.874,7,0.8,0.982
20718,515,3048,8.67,3,0.8,2.89
24038,115,2971,12.9,2,0.8,6.45
23187,594,3143,5.184,1,0.8,5.184
24039,719,3129,8.096,2,0.8,4.048
5752,238,1965,14.89,1,0.8,14.89
24040,877,2228,25.08,6,0.8,4.18
11385,299,3048,5.888,2,0.8,2.944
24041,759,3095,7.712,2,0.8,3.856
24042,350,2226,9.912,3,0.8,3.3040000000000003
2399,110,2794,7.656,6,0.8,1.276
24043,596,3304,8.544,2,0.8,4.272
15412,315,2898,13.344,2,0.8,6.672
23642,212,3560,15.6,5,0.8,3.12
24044,926,3595,7.56,6,0.8,1.26
4797,596,2847,10.272,3,0.8,3.424
114,106,3355,8.26,2,0.8,4.13
23811,369,3487,7.98,5,0.8,1.596
5130,898,3332,6.848,2,0.8,3.424
5404,205,2186,13.194,2,0.8,6.597
7006,196,2687,13.36,2,0.8,6.68
11312,1406,2277,8.91,1,0.8,8.91
5034,1228,3490,5.64,2,0.8,2.82
22010,745,3584,18.48,2,0.8,9.24
24045,1521,3261,7.98,2,0.8,3.99
16715,642,2752,19.08,4,0.8,4.77
24046,1288,3016,5.304,1,0.8,5.304
18334,934,2901,6.228,1,0.8,6.228
3974,1165,2016,23.76,1,0.8,23.76
19312,1512,2204,16.53,1,0.8,16.53
24047,1350,1997,17.532,2,0.8,8.766
10867,1042,2749,9.216,1,0.8,9.216
14506,1053,2279,6.996,1,0.8,6.996
24048,1528,3616,4.104,1,0.8,4.104
17299,1397,2658,24.0,1,0.8,24.0
24049,1238,2820,9.06,2,0.8,4.53
13439,575,3466,4.32,1,0.8,4.32
12882,266,3135,14.28,2,0.8,7.14
22444,263,2182,22.2,2,0.79,11.1
5858,100,3372,11.844,3,0.79,3.948
16335,919,2859,12.12,1,0.79,12.12
24050,683,2331,7.56,1,0.79,7.56
15189,809,1184,40.5,1,0.79,40.5
24051,647,3160,5.82,1,0.79,5.82
24052,395,2771,13.62,3,0.79,4.54
21236,225,3400,9.234,1,0.79,9.234
24053,605,3038,19.77,1,0.79,19.77
7744,759,2911,15.606,1,0.79,15.606
4213,816,2788,10.26,2,0.79,5.13
24054,207,2794,14.04,2,0.79,7.02
15679,427,2269,11.6283,1,0.79,11.6283
649,494,3554,9.03,1,0.79,9.03
24055,350,2820,9.06,2,0.79,4.53
24056,535,2170,12.69,1,0.79,12.69
4931,172,2912,23.529,2,0.79,11.7645
24057,402,1254,8.82,2,0.79,4.41
18069,442,2718,14.0397,1,0.79,14.0397
18070,569,3537,13.545,7,0.79,1.935
3759,620,2463,19.776,4,0.79,4.944
22178,460,3591,11.36,2,0.79,5.68
11303,166,2903,6.48,1,0.79,6.48
24058,109,2899,6.848,2,0.79,3.424
24059,104,2228,6.688,4,0.79,1.672
16641,236,3481,14.46,3,0.79,4.82
15088,294,3095,7.712,2,0.79,3.856
23912,278,2522,10.368,2,0.79,5.184
20687,766,3300,24.368,2,0.79,12.184
17505,791,3112,12.224,2,0.79,6.112
23946,14,3143,6.48,1,0.79,6.48
12159,655,3432,15.552,3,0.79,5.184
2926,211,1826,12.588,3,0.79,4.196
19231,748,3062,13.392,8,0.79,1.674
14034,709,2997,15.96,2,0.79,7.98
18880,1004,3509,6.7,1,0.79,6.7
17304,926,3481,7.712,2,0.79,3.856
15851,35,2441,17.904,6,0.79,2.984
23673,394,1590,175.872,4,0.79,43.968
12037,720,3414,9.184,2,0.79,4.592
2426,668,492,203.976,3,0.79,67.992
7429,760,2289,29.97,3,0.79,9.99
24060,381,3411,18.936,3,0.79,6.312
20376,502,3324,20.56,2,0.79,10.28
7820,162,3443,15.552,3,0.79,5.184
24061,664,3048,106.32,3,0.79,35.44
18373,463,2797,4.144,4,0.79,1.036
24062,286,3355,12.39,3,0.79,4.13
1652,293,3617,4.032,2,0.79,2.016
24063,528,2734,13.38,1,0.79,13.38
24064,1317,3235,23.46,2,0.79,11.73
24065,1274,2366,10.41,1,0.79,10.41
6246,1176,2232,16.5,1,0.79,16.5
8247,1405,2561,14.61,1,0.79,14.61
24066,1073,2732,10.74,1,0.79,10.74
24067,1547,3542,7.14,1,0.79,7.14
10689,1459,2793,21.18,2,0.79,10.59
5604,1206,2731,6.174,2,0.79,3.087
9334,1450,3168,6.69,1,0.79,6.69
18416,1581,2569,29.79,1,0.79,29.79
17648,194,2509,10.056,2,0.79,5.028
1678,860,2064,14.82,1,0.79,14.82
19779,642,2744,6.786,2,0.79,3.393
8371,1378,2857,6.96,1,0.79,6.96
24068,1311,2475,11.67,1,0.79,11.67
24069,1468,1920,25.317,1,0.79,25.317
21999,403,2885,10.872,2,0.79,5.436
7781,570,2586,17.424,2,0.79,8.712
24070,455,2991,16.84,2,0.79,8.42
534,294,2717,7.4,1,0.79,7.4
16416,388,3232,16.48,2,0.79,8.24
19944,50,2277,29.7,5,0.78,5.9399999999999995
21168,541,2442,8.688,2,0.78,4.344
24071,805,3508,12.18,3,0.78,4.06
1849,852,2975,28.56,3,0.78,9.52
12471,324,3026,9.0,2,0.78,4.5
1886,595,2366,20.82,2,0.78,10.41
7659,643,3629,15.48,2,0.78,7.74
24072,962,2270,8.025,1,0.78,8.025
6810,824,1957,12.0,2,0.78,6.0
4396,117,1891,8.343,1,0.78,8.343
24073,739,2788,11.4,4,0.78,2.85
23037,14,3260,85.212,3,0.78,28.404
24074,999,1714,22.1487,1,0.78,22.1487
7523,283,2752,4.77,2,0.78,2.385
21089,552,1330,11.7342,1,0.78,11.7342
24075,703,2256,29.7648,3,0.78,9.9216
24035,118,1892,12.9,4,0.78,3.225
5623,296,2343,29.0,2,0.78,14.5
15605,926,2828,7.992,1,0.78,7.992
20604,123,2415,9.94,2,0.78,4.97
7863,658,2655,11.168,2,0.78,5.584
919,612,3589,4.92,3,0.78,1.64
16760,60,3225,14.624,2,0.78,7.312
24076,619,3271,13.9,5,0.78,2.7800000000000002
24077,303,2806,23.988,2,0.78,11.994
24078,350,3436,8.96,2,0.78,4.48
17848,367,3461,6.456,4,0.78,1.614
10367,215,3173,10.584,7,0.78,1.512
19115,1005,2877,14.952,3,0.78,4.984
11608,571,3048,7.12,5,0.78,1.424
24079,315,3264,10.782,3,0.78,3.594
9992,19,2907,20.736,4,0.78,5.184
8979,271,2698,10.02,3,0.78,3.34
16893,1393,2717,6.408,1,0.78,6.408
24080,1567,1610,16.98,1,0.78,16.98
9919,416,2881,6.102,2,0.78,3.051
24081,1484,3330,5.79,1,0.78,5.79
7407,1054,2058,88.8,4,0.78,22.2
11770,1348,1372,145.35,1,0.78,145.35
8706,630,2069,26.58,2,0.78,13.29
12570,949,1789,20.1,2,0.78,10.05
20145,753,934,127.44,1,0.78,127.44
8336,80,3029,10.548,1,0.78,10.548
24082,1156,2991,25.26,2,0.78,12.63
16620,1413,3466,12.96,4,0.78,3.24
18475,830,2668,10.74,1,0.78,10.74
21386,1089,2170,5.076,1,0.78,5.076
17908,1391,2210,13.32,2,0.78,6.66
9392,24,1018,6.792,1,0.78,6.792
8667,144,2823,8.184,2,0.78,4.092
24083,612,2752,12.72,4,0.78,3.18
24084,648,2886,9.96,1,0.78,9.96
24085,583,1891,18.54,3,0.77,6.18
10868,871,2788,9.12,3,0.77,3.0399999999999996
24086,719,2014,24.012,3,0.77,8.004
24087,483,1891,18.54,5,0.77,3.7079999999999997
12018,263,3090,16.08,3,0.77,5.359999999999999
13272,793,3483,7.46,1,0.77,7.46
16156,310,2085,17.76,2,0.77,8.88
16468,578,1907,8.82,3,0.77,2.94
8643,582,2637,48.9,3,0.77,16.3
3226,168,2944,25.84,4,0.77,6.46
24088,506,1542,30.3,3,0.77,10.1
14414,472,2088,9.7,1,0.77,9.7
15870,174,2694,16.86,2,0.77,8.43
13566,475,2073,113.46,2,0.77,56.73
12622,610,2669,44.16,4,0.77,11.04
1442,568,2684,8.76,1,0.77,8.76
11950,803,2943,10.5,2,0.77,5.25
